State Name,County Name,Date Local,Local Site Name,Arithmetic Mean_ozone,1st Max Value_ozone,1st Max Hour_ozone,Arithmetic Mean_so2,1st Max Value_so2,1st Max Hour_so2,Arithmetic Mean_co,1st Max Value_co,1st Max Hour_co,Arithmetic Mean_no2,1st Max Value_no2,1st Max Hour_no2
Alabama,Jefferson,2023-01-01,North Birmingham,0.031588,0.041,9,-0.0875,0.0,11,0.126316,0.2,19,5.2375,16.5,18
Alabama,Jefferson,2023-01-02,North Birmingham,0.019824,0.023,22,0.329167,0.9,8,0.1375,0.3,0,4.975,9.6,7
Alabama,Jefferson,2023-01-03,North Birmingham,0.021471,0.023,22,0.0,0.3,6,0.1125,0.2,17,5.4625,9.9,17
Alabama,Jefferson,2023-01-04,North Birmingham,0.017235,0.04,9,-0.016667,0.6,22,0.15,0.5,23,10.6625,29.6,18
Alabama,Jefferson,2023-01-05,North Birmingham,0.030412,0.041,9,0.330769,1.0,17,0.46,0.6,0,12.245455,22.1,0
Alabama,Jefferson,2023-01-06,North Birmingham,0.016235,0.039,9,0.357895,1.7,23,0.244444,0.4,22,17.347619,31.8,18
Alabama,Jefferson,2023-01-07,North Birmingham,0.046,0.05,10,1.6875,4.9,23,0.35,0.5,0,11.333333,21.4,0
Alabama,Jefferson,2023-01-08,North Birmingham,0.029941,0.036,7,0.245833,1.3,0,0.116667,0.2,0,4.3625,8.4,17
Alabama,Jefferson,2023-01-09,North Birmingham,0.014706,0.033,9,0.191667,0.4,20,0.158333,0.3,21,10.508333,30.2,20
Alabama,Jefferson,2023-01-10,North Birmingham,0.022588,0.032,8,0.95,3.4,9,0.391667,0.6,9,17.0125,29.2,17
Alabama,Jefferson,2023-01-11,North Birmingham,0.024059,0.028,21,0.571429,2.1,19,0.216667,0.4,0,9.113636,18.7,0
Alabama,Jefferson,2023-01-12,North Birmingham,0.026941,0.032,11,0.2125,0.4,2,0.104167,0.2,0,4.3,11.6,13
Alabama,Jefferson,2023-01-13,North Birmingham,0.025941,0.027,22,-0.070588,0.1,0,0.1,0.1,0,2.282353,3.9,0
Alabama,Jefferson,2023-01-14,North Birmingham,0.021353,0.034,9,-0.141667,1.2,23,0.120833,0.2,19,4.970833,25.6,23
Alabama,Jefferson,2023-01-15,North Birmingham,0.013765,0.032,9,1.275,6.1,9,0.254167,0.6,23,15.670833,31.8,17
Alabama,Jefferson,2023-01-16,North Birmingham,0.036882,0.039,11,1.1625,3.2,2,0.329167,0.6,0,12.1625,27.6,7
Alabama,Jefferson,2023-01-17,North Birmingham,0.010118,0.021,8,0.170833,3.1,0,0.229167,0.6,22,11.425,24.6,9
Alabama,Jefferson,2023-01-18,North Birmingham,0.028706,0.035,21,-0.083333,0.4,22,0.270833,0.6,0,8.666667,16.7,4
Alabama,Jefferson,2023-01-19,North Birmingham,0.034353,0.042,9,0.105263,0.9,1,0.11875,0.2,8,6.452381,24.3,7
Alabama,Jefferson,2023-01-20,North Birmingham,0.024882,0.033,9,-0.163158,0.0,4,0.13125,0.2,19,7.847619,16.8,22
Alabama,Jefferson,2023-01-21,North Birmingham,0.029,0.034,9,-0.1375,0.1,7,0.179167,0.2,0,6.091667,12.1,1
Alabama,Jefferson,2023-01-22,North Birmingham,0.022353,0.024,17,-0.1125,0.0,2,0.158333,0.2,0,4.154167,8.4,10
Alabama,Jefferson,2023-01-23,North Birmingham,0.016294,0.036,9,-0.0375,1.6,22,0.133333,0.3,22,8.841667,25.9,22
Alabama,Jefferson,2023-01-24,North Birmingham,0.035353,0.038,11,0.570833,3.1,13,0.291667,0.4,1,10.541667,22.2,0
Alabama,Jefferson,2023-01-25,North Birmingham,0.029529,0.032,15,0.183333,1.9,8,0.141667,0.2,0,4.954167,10.5,3
Alabama,Jefferson,2023-01-26,North Birmingham,0.027647,0.035,9,-0.186364,0.1,7,0.116667,0.2,20,5.0,12.6,22
Alabama,Jefferson,2023-01-27,North Birmingham,0.024059,0.039,9,0.020833,0.5,15,0.2375,0.4,22,14.479167,37.2,18
Alabama,Jefferson,2023-01-28,North Birmingham,0.040471,0.043,10,0.225,1.5,8,0.229167,0.4,0,10.208333,24.2,8
Alabama,Jefferson,2023-01-29,North Birmingham,0.019353,0.031,7,0.383333,3.1,8,0.1625,0.2,9,8.991667,17.2,17
Alabama,Jefferson,2023-01-30,North Birmingham,0.014,0.027,9,-0.108333,0.3,6,0.2125,0.3,21,10.4875,20.6,19
Alabama,Jefferson,2023-01-31,North Birmingham,0.003941,0.006,7,-0.129167,0.1,0,0.245833,0.4,0,8.6625,18.6,7
Alabama,Jefferson,2023-02-01,North Birmingham,0.007882,0.011,9,-0.175,0.1,13,0.2,0.2,0,6.229167,8.8,17
Alabama,Jefferson,2023-02-02,North Birmingham,0.008059,0.017,23,-0.12,0.2,7,0.2,0.2,0,7.685,12.1,22
Alabama,Jefferson,2023-02-03,North Birmingham,0.033471,0.038,10,-0.140909,0.3,7,0.158333,0.2,0,5.145455,9.7,7
Alabama,Jefferson,2023-02-04,North Birmingham,0.037588,0.042,10,0.191667,2.1,22,0.166667,0.2,0,6.033333,14.1,19
Alabama,Jefferson,2023-02-05,North Birmingham,0.023059,0.046,10,0.008333,0.6,9,0.15,0.3,21,8.458333,29.8,21
Alabama,Jefferson,2023-02-06,North Birmingham,0.022471,0.044,10,0.2625,1.8,8,0.333333,0.5,23,17.670833,34.3,21
Alabama,Jefferson,2023-02-07,North Birmingham,0.034417,0.036,12,0.291667,1.1,8,0.2875,0.5,0,12.041667,32.3,7
Alabama,Jefferson,2023-02-08,North Birmingham,0.034353,0.036,22,0.175,1.2,0,0.283333,0.4,14,7.445833,12.3,18
Alabama,Jefferson,2023-02-09,North Birmingham,0.028765,0.037,9,0.061905,0.8,1,0.145833,0.2,0,7.117391,14.4,18
Alabama,Jefferson,2023-02-10,North Birmingham,0.036824,0.04,9,-0.204167,0.1,6,0.1375,0.2,0,5.779167,17.4,0
Alabama,Jefferson,2023-02-11,North Birmingham,0.029824,0.033,15,-0.141667,0.1,15,0.1,0.1,0,2.958333,6.0,0
Alabama,Jefferson,2023-02-12,North Birmingham,0.020412,0.037,9,-0.141667,0.3,23,0.133333,0.4,23,6.425,27.6,21
Alabama,Jefferson,2023-02-13,North Birmingham,0.018941,0.044,10,0.266667,1.2,7,0.4,0.6,4,18.729167,36.5,19
Alabama,Jefferson,2023-02-14,North Birmingham,0.043176,0.049,10,0.620833,1.9,9,0.395833,0.6,2,10.795833,23.9,0
Alabama,Jefferson,2023-02-15,North Birmingham,0.029118,0.034,20,0.1125,1.0,20,0.175,0.2,0,7.091667,14.7,8
Alabama,Jefferson,2023-02-16,North Birmingham,0.029412,0.032,19,0.129412,1.0,5,0.106667,0.2,0,3.788889,7.1,7
Alabama,Jefferson,2023-02-17,North Birmingham,0.028882,0.032,15,-0.140909,0.3,0,0.116667,0.2,20,2.818182,6.7,19
Alabama,Jefferson,2023-02-18,North Birmingham,0.027471,0.038,10,0.029167,1.5,11,0.15,0.4,23,7.270833,27.7,20
Alabama,Jefferson,2023-02-19,North Birmingham,0.040941,0.048,11,0.675,5.3,8,0.2125,0.4,0,6.091667,14.2,5
Alabama,Jefferson,2023-02-20,North Birmingham,0.025824,0.034,8,0.154167,0.8,7,0.2,0.2,0,7.491667,13.8,6
Alabama,Jefferson,2023-02-21,North Birmingham,0.020462,0.022,20,0.1875,1.3,22,0.170833,0.2,0,8.804167,19.4,13
Alabama,Jefferson,2023-02-22,North Birmingham,0.034118,0.038,13,0.041667,0.4,7,0.1125,0.2,0,3.179167,6.4,7
Alabama,Jefferson,2023-02-23,North Birmingham,0.021,0.028,10,0.059091,0.3,19,0.141667,0.3,20,6.277273,22.5,18
Alabama,Jefferson,2023-02-24,North Birmingham,0.023294,0.027,13,0.116667,0.5,14,0.141667,0.3,0,5.525,10.9,23
Alabama,Jefferson,2023-02-25,North Birmingham,0.012294,0.017,11,0.170833,0.5,1,0.2,0.2,0,8.258333,16.7,3
Alabama,Jefferson,2023-02-26,North Birmingham,0.016588,0.024,9,0.225,0.9,22,0.15,0.3,0,5.258333,14.3,20
Alabama,Jefferson,2023-02-27,North Birmingham,0.023941,0.031,15,0.408333,0.9,1,0.133333,0.3,0,4.820833,12.0,23
Alabama,Jefferson,2023-02-28,North Birmingham,0.024294,0.049,9,0.883333,2.8,23,0.266667,0.5,23,19.379167,37.0,19
Alabama,Jefferson,2023-03-01,North Birmingham,0.025529,0.028,20,0.85,4.2,1,0.275,0.6,1,6.941667,27.6,1
Alabama,Jefferson,2023-03-02,North Birmingham,0.033,0.035,13,0.505882,0.7,15,0.1,0.1,0,4.729412,8.2,7
Alabama,Jefferson,2023-03-03,North Birmingham,0.031235,0.042,13,0.779167,1.6,13,0.129167,0.2,9,3.5,11.9,23
Alabama,Jefferson,2023-03-04,North Birmingham,0.031706,0.044,10,0.783333,3.2,10,0.175,0.3,7,7.229167,22.0,1
Alabama,Jefferson,2023-03-05,North Birmingham,0.026647,0.051,9,0.85,2.4,22,0.191667,0.3,21,9.291667,27.7,21
Alabama,Jefferson,2023-03-06,North Birmingham,0.026353,0.05,9,1.558333,3.3,5,0.3125,0.4,0,13.570833,23.9,7
Alabama,Jefferson,2023-03-07,North Birmingham,0.048118,0.055,11,0.804167,2.3,10,0.2,0.2,0,5.15,20.2,1
Alabama,Jefferson,2023-03-08,North Birmingham,0.041647,0.049,9,1.283333,6.2,17,0.2,0.2,0,5.841667,12.4,21
Alabama,Jefferson,2023-03-09,North Birmingham,0.024059,0.034,7,0.704348,1.3,6,0.208333,0.3,22,10.186957,15.1,22
Alabama,Jefferson,2023-03-10,North Birmingham,0.026765,0.034,10,0.558333,0.8,0,0.241667,0.3,0,9.304167,27.0,4
Alabama,Jefferson,2023-03-11,North Birmingham,0.039471,0.047,10,0.925,3.7,9,0.2,0.2,0,5.575,14.4,0
Alabama,Jefferson,2023-03-12,North Birmingham,0.028941,0.033,20,0.6,2.0,0,0.125,0.2,0,2.329167,8.3,7
Alabama,Jefferson,2023-03-13,North Birmingham,0.036412,0.04,9,0.470833,0.6,10,0.1,0.1,0,3.383333,14.0,6
Alabama,Jefferson,2023-03-14,North Birmingham,0.037294,0.044,10,0.4,0.5,3,0.1,0.1,0,3.1375,9.0,6
Alabama,Jefferson,2023-03-15,North Birmingham,0.024118,0.048,10,1.026316,2.5,12,0.18125,0.4,23,14.515789,29.4,21
Alabama,Jefferson,2023-03-16,North Birmingham,0.050091,0.057,9,1.521429,4.6,0,0.34375,0.4,0,12.628571,32.5,6
Alabama,Jefferson,2023-03-20,North Birmingham,0.026353,0.048,10,0.46875,2.3,23,0.127273,0.2,21,11.375,27.9,23
Alabama,Jefferson,2023-03-21,North Birmingham,0.051188,0.054,8,1.220833,2.5,6,0.279167,0.4,4,11.6125,30.4,0
Alabama,Jefferson,2023-03-22,North Birmingham,0.047529,0.055,9,1.380952,3.5,5,0.217647,0.3,6,6.409524,19.2,6
Alabama,Jefferson,2023-03-23,North Birmingham,0.035706,0.042,7,1.022727,2.6,22,0.179167,0.2,0,6.013636,21.6,5
Alabama,Jefferson,2023-03-24,North Birmingham,0.033824,0.037,12,0.695833,1.6,18,0.116667,0.2,0,3.845833,13.4,6
Alabama,Jefferson,2023-03-25,North Birmingham,0.025412,0.046,10,0.5875,0.9,23,0.141667,0.4,23,7.475,25.2,20
Alabama,Jefferson,2023-03-26,North Birmingham,0.030882,0.038,9,1.325,4.5,4,0.229167,0.5,2,7.8,24.5,0
Alabama,Jefferson,2023-03-27,North Birmingham,0.037765,0.05,10,0.541667,0.7,14,0.129167,0.2,0,4.125,11.3,4
Alabama,Jefferson,2023-03-28,North Birmingham,0.047176,0.051,11,0.883333,2.9,8,0.179167,0.2,0,6.729167,20.4,2
Alabama,Jefferson,2023-03-29,North Birmingham,0.028,0.055,10,0.985714,4.4,7,0.15,0.3,21,11.061905,35.3,20
Alabama,Jefferson,2023-03-30,North Birmingham,0.055706,0.063,9,3.055556,11.3,6,0.333333,0.4,0,13.366667,26.9,0
Alabama,Jefferson,2023-03-31,North Birmingham,0.039824,0.044,7,1.273913,2.9,8,0.2,0.2,0,6.244444,9.7,8
Alabama,Jefferson,2023-04-01,North Birmingham,0.048059,0.052,12,0.533333,0.8,10,0.1,0.1,0,2.866667,11.1,7
Alabama,Jefferson,2023-04-02,North Birmingham,0.045235,0.056,11,1.108333,4.4,9,0.1125,0.2,21,4.883333,17.4,20
Alabama,Jefferson,2023-04-03,North Birmingham,0.019294,0.031,7,1.621739,10.3,2,0.2,0.2,0,8.252174,17.5,5
Alabama,Jefferson,2023-04-04,North Birmingham,0.026176,0.03,10,0.816667,1.1,20,0.141667,0.2,0,4.833333,10.1,6
Alabama,Jefferson,2023-04-05,North Birmingham,0.027588,0.032,13,0.825,1.3,11,0.152941,0.2,8,4.725,9.3,21
Alabama,Jefferson,2023-04-06,North Birmingham,0.024,0.033,10,0.695833,1.4,7,0.245833,0.4,8,8.675,23.9,4
Alabama,Jefferson,2023-04-07,North Birmingham,0.018941,0.025,23,0.570833,2.2,9,0.2,0.2,0,2.804167,4.0,20
Alabama,Jefferson,2023-04-08,North Birmingham,0.033294,0.034,12,0.520833,1.0,0,0.2,0.2,0,2.716667,5.3,0
Alabama,Jefferson,2023-04-09,North Birmingham,0.041412,0.048,9,0.779167,3.7,19,0.2,0.2,0,3.141667,11.6,21
Alabama,Jefferson,2023-04-10,North Birmingham,0.036,0.059,11,0.8625,2.7,20,0.2125,0.3,21,9.2125,39.7,22
Alabama,Jefferson,2023-04-11,North Birmingham,0.031706,0.06,10,2.195833,9.4,3,0.304167,0.4,2,15.270833,39.5,21
Alabama,Jefferson,2023-04-12,North Birmingham,0.032059,0.059,10,3.833333,14.3,6,0.379167,0.5,0,19.420833,39.2,22
Alabama,Jefferson,2023-04-13,North Birmingham,0.027059,0.03,8,1.770833,10.6,1,0.2875,0.5,0,9.645833,40.6,1
Alabama,Jefferson,2023-04-14,North Birmingham,0.016588,0.034,8,0.642105,1.1,23,0.25,0.3,8,7.610526,14.0,21
Alabama,Jefferson,2023-04-15,North Birmingham,0.038588,0.051,9,0.966667,1.3,18,0.375,0.5,3,6.441667,11.6,6
Alabama,Jefferson,2023-04-16,North Birmingham,0.040706,0.046,11,0.6,0.7,0,0.2125,0.3,0,2.945833,5.9,21
Alabama,Jefferson,2023-04-17,North Birmingham,0.030529,0.053,10,0.604167,0.8,15,0.216667,0.3,20,9.358333,37.1,23
Alabama,Jefferson,2023-04-18,North Birmingham,0.031765,0.063,10,2.5375,7.5,6,0.445833,0.6,7,20.154167,37.9,7
Alabama,Jefferson,2023-04-19,North Birmingham,0.039294,0.066,10,2.431818,6.9,0,0.59,0.6,1,15.954545,33.3,23
Alabama,Jefferson,2023-04-20,North Birmingham,0.058176,0.071,9,1.790909,4.7,6,0.2,0.2,19,16.105,32.6,3
Alabama,Jefferson,2023-04-21,North Birmingham,0.041824,0.05,7,1.220833,3.5,0,0.2,0.2,0,5.020833,9.1,5
Alabama,Jefferson,2023-04-22,North Birmingham,0.037765,0.05,10,0.541667,0.8,19,0.129167,0.3,22,4.3375,17.8,22
Alabama,Jefferson,2023-04-23,North Birmingham,0.039118,0.047,9,0.554167,0.9,17,0.208333,0.3,0,1.95,4.1,19
Alabama,Jefferson,2023-04-24,North Birmingham,0.044118,0.052,9,0.645833,1.2,11,0.120833,0.2,0,3.025,8.3,22
Alabama,Jefferson,2023-04-25,North Birmingham,0.041941,0.058,10,1.154167,2.8,6,0.2,0.2,0,7.05,16.4,6
Alabama,Jefferson,2023-04-26,North Birmingham,0.030882,0.037,12,0.995833,4.2,0,0.333333,0.6,10,6.325,18.5,0
Alabama,Jefferson,2023-04-27,North Birmingham,0.024824,0.028,12,0.640909,0.8,20,0.2,0.2,0,5.890909,9.8,23
Alabama,Jefferson,2023-04-28,North Birmingham,0.028412,0.043,10,0.695,1.5,12,0.182353,0.2,0,5.58,19.0,5
Alabama,Jefferson,2023-04-29,North Birmingham,0.034353,0.045,9,0.7125,1.0,6,0.241667,0.3,1,7.616667,16.0,0
Alabama,Jefferson,2023-04-30,North Birmingham,0.040882,0.049,11,0.608333,0.7,7,0.1625,0.2,0,2.8125,9.0,21
Alabama,Jefferson,2023-05-01,North Birmingham,0.040529,0.05,10,0.633333,1.1,18,0.129167,0.2,0,4.325,10.4,4
Alabama,Jefferson,2023-05-02,North Birmingham,0.041,0.053,10,0.695833,1.1,6,0.154167,0.2,3,10.708333,29.2,3
Alabama,Jefferson,2023-05-03,North Birmingham,0.032765,0.06,10,0.786364,1.4,23,0.191667,0.3,21,13.190909,32.9,1
Alabama,Jefferson,2023-05-04,North Birmingham,0.038059,0.06,9,2.625,10.9,6,0.258333,0.4,2,13.775,28.3,22
Alabama,Jefferson,2023-05-05,North Birmingham,0.037471,0.041,9,1.520833,9.5,1,0.2375,0.3,0,9.354167,23.3,6
Alabama,Jefferson,2023-05-06,North Birmingham,0.041471,0.047,9,0.65,0.9,23,0.2,0.2,0,4.216667,10.2,5
Alabama,Jefferson,2023-05-07,North Birmingham,0.038765,0.045,10,0.708333,1.1,8,0.2,0.2,0,3.229167,10.1,19
Alabama,Jefferson,2023-05-08,North Birmingham,0.026,0.038,8,0.625,0.7,5,0.2,0.2,0,5.4875,13.6,3
Alabama,Jefferson,2023-05-09,North Birmingham,0.031824,0.038,14,0.633333,1.0,22,0.2,0.2,0,6.216667,12.5,3
Alabama,Jefferson,2023-05-10,North Birmingham,0.043588,0.051,9,0.958333,2.2,18,0.225,0.3,7,9.145833,26.7,6
Alabama,Jefferson,2023-05-11,North Birmingham,0.033176,0.038,9,0.678947,0.8,5,0.2,0.2,0,5.557895,11.6,21
Alabama,Jefferson,2023-05-12,North Birmingham,0.031412,0.045,10,0.675,1.1,16,0.2,0.2,0,7.520833,14.8,4
Alabama,Jefferson,2023-05-13,North Birmingham,0.028824,0.056,9,0.658333,0.9,14,0.216667,0.3,20,8.741667,21.9,2
Alabama,Jefferson,2023-05-14,North Birmingham,0.019235,0.037,9,0.883333,1.3,3,0.25,0.4,0,8.016667,20.0,21
Alabama,Jefferson,2023-05-15,North Birmingham,0.027471,0.046,8,1.05,1.6,3,0.241667,0.3,0,6.970833,14.9,0
Alabama,Jefferson,2023-05-16,North Birmingham,0.0275,0.034,8,0.725,0.9,4,0.25,0.3,6,9.6625,17.1,3
Alabama,Jefferson,2023-05-17,North Birmingham,0.016882,0.036,8,0.7,1.1,23,0.233333,0.4,23,10.765217,25.0,21
Alabama,Jefferson,2023-05-18,North Birmingham,0.036118,0.04,10,0.7,1.0,3,0.266667,0.4,0,6.925,16.2,0
Alabama,Jefferson,2023-05-19,North Birmingham,0.026353,0.036,7,0.604167,0.8,21,0.1625,0.2,0,3.391667,7.3,21
Alabama,Jefferson,2023-05-20,North Birmingham,0.032824,0.035,10,0.675,1.1,9,0.2,0.2,0,2.7,6.2,2
Alabama,Jefferson,2023-05-21,North Birmingham,0.033765,0.049,10,0.633333,1.0,8,0.2375,0.4,22,3.370833,11.8,19
Alabama,Jefferson,2023-05-22,North Birmingham,0.037706,0.041,13,0.858333,2.3,3,0.275,0.4,0,4.8375,11.0,1
Alabama,Jefferson,2023-05-23,North Birmingham,0.039294,0.049,10,0.615789,0.7,13,0.2,0.2,0,4.7,10.0,20
Alabama,Jefferson,2023-05-24,North Birmingham,0.030118,0.056,9,0.875,2.7,23,0.266667,0.4,23,9.266667,32.4,22
Alabama,Jefferson,2023-05-25,North Birmingham,0.032529,0.061,10,1.191667,2.4,7,0.308333,0.5,3,11.641667,28.5,22
Alabama,Jefferson,2023-05-26,North Birmingham,0.045118,0.062,10,1.433333,3.2,22,0.283333,0.4,0,10.85,32.8,22
Alabama,Jefferson,2023-05-27,North Birmingham,0.045824,0.056,10,0.75,1.6,12,0.229167,0.3,0,5.05,16.0,23
Alabama,Jefferson,2023-05-28,North Birmingham,0.044294,0.054,11,0.720833,1.4,10,0.191667,0.3,0,3.008333,7.6,19
Alabama,Jefferson,2023-05-29,North Birmingham,0.028176,0.044,9,0.683333,1.0,21,0.1625,0.2,0,3.604167,15.8,23
Alabama,Jefferson,2023-05-30,North Birmingham,0.026529,0.046,8,1.229167,2.4,6,0.233333,0.3,3,10.05,29.4,21
Alabama,Jefferson,2023-05-31,North Birmingham,0.039294,0.049,9,0.886364,2.2,0,0.233333,0.3,0,7.013636,21.3,0
Alabama,Jefferson,2023-06-01,North Birmingham,0.029647,0.05,9,1.0125,4.3,23,0.204167,0.3,23,7.058333,28.2,23
Alabama,Jefferson,2023-06-02,North Birmingham,0.038294,0.055,9,1.316667,3.7,6,0.245833,0.3,0,8.1625,23.5,0
Alabama,Jefferson,2023-06-03,North Birmingham,0.039706,0.068,9,1.316667,4.5,23,0.225,0.3,4,8.8125,30.1,23
Alabama,Jefferson,2023-06-04,North Birmingham,0.047765,0.063,9,1.770833,6.6,3,0.304167,0.4,1,7.816667,27.3,0
Alabama,Jefferson,2023-06-05,North Birmingham,0.037824,0.062,9,0.883333,1.2,1,0.216667,0.3,20,9.141667,34.0,20
Alabama,Jefferson,2023-06-06,North Birmingham,0.043588,0.061,9,0.85,1.1,9,0.254167,0.3,0,8.283333,23.3,6
Alabama,Jefferson,2023-06-07,North Birmingham,0.054588,0.071,11,0.845833,1.1,7,0.258333,0.3,4,9.116667,26.5,0
Alabama,Jefferson,2023-06-08,North Birmingham,0.051,0.066,8,1.029412,2.7,22,0.273333,0.4,1,10.323529,21.8,4
Alabama,Jefferson,2023-06-09,North Birmingham,0.045765,0.076,10,1.766667,5.4,21,0.275,0.3,0,12.108333,32.8,21
Alabama,Jefferson,2023-06-10,North Birmingham,0.058588,0.071,9,1.829167,9.6,3,0.3125,0.4,0,10.570833,32.5,4
Alabama,Jefferson,2023-06-11,North Birmingham,0.048412,0.06,8,1.091667,2.4,2,0.208333,0.3,0,3.058333,6.5,1
Alabama,Jefferson,2023-06-12,North Birmingham,0.034176,0.049,11,0.708333,0.8,0,0.208333,0.3,22,8.158333,24.1,22
Alabama,Jefferson,2023-06-13,North Birmingham,0.038176,0.054,11,0.808333,1.2,14,0.216667,0.3,0,7.066667,11.5,10
Alabama,Jefferson,2023-06-14,North Birmingham,0.025412,0.03,8,0.819048,1.0,22,0.2,0.2,0,7.695238,16.9,5
Alabama,Jefferson,2023-06-15,North Birmingham,0.029647,0.043,7,0.791667,0.9,0,0.166667,0.2,0,5.670833,12.0,3
Alabama,Jefferson,2023-06-16,North Birmingham,0.031706,0.056,9,0.75,1.1,12,0.2,0.2,0,6.445833,18.5,22
Alabama,Jefferson,2023-06-17,North Birmingham,0.034176,0.063,11,0.870833,1.4,23,0.258333,0.3,0,10.254167,29.1,22
Alabama,Jefferson,2023-06-18,North Birmingham,0.034588,0.044,10,1.35,2.5,4,0.3125,0.5,2,7.795833,21.8,0
Alabama,Jefferson,2023-06-19,North Birmingham,0.031882,0.045,11,0.783333,0.9,0,0.145833,0.2,6,5.104167,10.3,20
Alabama,Jefferson,2023-06-20,North Birmingham,0.037412,0.056,8,0.754167,0.9,14,0.2,0.2,0,6.458333,19.8,1
Alabama,Jefferson,2023-06-21,North Birmingham,0.029118,0.038,9,0.870833,1.4,22,0.2,0.2,0,4.858333,12.5,5
Alabama,Jefferson,2023-06-22,North Birmingham,0.020882,0.039,9,0.873684,1.2,0,0.217647,0.3,21,6.515,17.6,22
Alabama,Jefferson,2023-06-23,North Birmingham,0.028647,0.05,11,0.904167,1.4,23,0.3,0.4,5,8.633333,27.0,23
Alabama,Jefferson,2023-06-24,North Birmingham,0.046647,0.072,11,0.945833,1.5,0,0.3375,0.5,3,8.175,23.0,0
Alabama,Jefferson,2023-06-25,North Birmingham,0.031412,0.039,7,0.7875,0.9,12,0.275,0.4,0,6.5375,20.6,1
Alabama,Jefferson,2023-06-26,North Birmingham,0.034706,0.042,9,0.854167,1.1,13,0.179167,0.2,0,5.2875,18.4,5
Alabama,Jefferson,2023-06-27,North Birmingham,0.035588,0.065,9,0.9125,1.2,13,0.266667,0.3,8,8.5625,29.4,23
Alabama,Jefferson,2023-06-28,North Birmingham,0.035588,0.067,9,2.365217,5.6,6,0.304167,0.4,1,14.343478,38.3,22
Alabama,Jefferson,2023-06-29,North Birmingham,0.054647,0.082,9,1.7875,4.8,4,0.35,0.5,3,9.670833,28.9,0
Alabama,Jefferson,2023-06-30,North Birmingham,0.035412,0.057,7,0.95,1.3,11,0.320833,0.4,2,6.7625,19.6,5
Alabama,Jefferson,2023-07-01,North Birmingham,0.026235,0.033,7,0.816667,1.0,12,0.254167,0.3,0,6.0875,15.2,2
Alabama,Jefferson,2023-07-02,North Birmingham,0.028529,0.038,7,0.95,1.4,16,0.225,0.3,11,4.275,8.2,2
Alabama,Jefferson,2023-07-03,North Birmingham,0.024118,0.042,8,0.808333,1.0,3,0.233333,0.3,10,6.925,13.9,21
Alabama,Jefferson,2023-07-04,North Birmingham,0.023588,0.041,9,0.779167,0.9,6,0.216667,0.3,20,7.583333,19.1,20
Alabama,Jefferson,2023-07-05,North Birmingham,0.028588,0.046,10,0.841667,1.2,15,0.229167,0.3,0,5.479167,19.7,22
Alabama,Jefferson,2023-07-06,North Birmingham,0.022882,0.037,9,0.842105,1.2,13,0.2,0.2,0,6.315789,13.9,23
Alabama,Jefferson,2023-07-07,North Birmingham,0.029941,0.043,11,0.870833,1.1,12,0.2,0.2,0,4.329167,11.4,21
Alabama,Jefferson,2023-07-08,North Birmingham,0.026529,0.037,7,0.820833,1.0,10,0.175,0.2,0,4.979167,13.5,3
Alabama,Jefferson,2023-07-09,North Birmingham,0.029824,0.039,9,0.833333,1.1,13,0.1,0.1,0,3.3625,7.4,21
Alabama,Jefferson,2023-07-10,North Birmingham,0.018267,0.032,9,0.85,1.1,5,0.1125,0.2,21,4.608333,13.6,23
Alabama,Jefferson,2023-07-11,North Birmingham,0.025471,0.045,9,1.495833,4.6,7,0.233333,0.3,1,9.429167,25.2,23
Alabama,Jefferson,2023-07-12,North Birmingham,0.027412,0.039,10,1.386364,2.9,1,0.258333,0.4,1,7.718182,19.9,0
Alabama,Jefferson,2023-07-13,North Birmingham,0.016941,0.027,9,0.820833,0.9,1,0.158333,0.2,6,5.545833,12.1,22
Alabama,Jefferson,2023-07-14,North Birmingham,0.018941,0.033,8,0.85,1.2,14,0.175,0.3,8,5.5125,11.3,20
Alabama,Jefferson,2023-07-15,North Birmingham,0.022294,0.031,10,0.825,1.1,13,0.179167,0.2,0,4.041667,12.5,5
Alabama,Jefferson,2023-07-16,North Birmingham,0.025176,0.042,9,0.833333,1.1,14,0.2125,0.3,18,4.858333,19.8,20
Alabama,Jefferson,2023-07-17,North Birmingham,0.028647,0.054,10,0.920833,1.2,6,0.391667,0.5,22,10.975,30.5,22
Alabama,Jefferson,2023-07-18,North Birmingham,0.033235,0.043,10,1.054167,1.5,5,0.3875,0.6,1,8.204167,23.5,0
Alabama,Jefferson,2023-07-19,North Birmingham,0.032176,0.04,9,0.9375,1.1,6,0.179167,0.2,5,7.395833,15.2,7
Alabama,Jefferson,2023-07-20,North Birmingham,0.026882,0.036,10,1.094118,1.9,14,0.225,0.3,7,6.405263,11.8,22
Alabama,Jefferson,2023-07-21,North Birmingham,0.024529,0.035,11,0.943478,1.2,11,0.220833,0.3,0,6.56087,16.0,23
Alabama,Jefferson,2023-07-22,North Birmingham,0.027824,0.041,7,0.983333,1.9,3,0.170833,0.2,0,4.4,12.0,0
Alabama,Jefferson,2023-07-23,North Birmingham,0.033412,0.048,10,0.85,1.0,13,0.233333,0.3,1,3.3875,9.3,0
Alabama,Jefferson,2023-07-24,North Birmingham,0.028438,0.051,10,1.254167,4.5,8,0.258333,0.3,4,8.683333,25.9,22
