State Name,County Name,Date,Arithmetic Mean_PRESS,1st Max Value_PRESS,1st Max Hour_PRESS,Arithmetic Mean_RH_DP,1st Max Value_RH_DP,1st Max Hour_RH_DP,Arithmetic Mean_TEMP,1st Max Value_TEMP,1st Max Hour_TEMP,Arithmetic Mean_WIND_SPEED,1st Max Value_WIND_SPEED,1st Max Hour_WIND_SPEED,Arithmetic Mean_WIND_DIRECTION,1st Max Value_WIND_DIRECTION,1st Max Hour_WIND_DIRECTION,Arithmetic Mean_ozone,1st Max Value_ozone,1st Max Hour_ozone,Arithmetic Mean_so2,1st Max Value_so2,1st Max Hour_so2,Arithmetic Mean_co,1st Max Value_co,1st Max Hour_co,Arithmetic Mean_no2,1st Max Value_no2,1st Max Hour_no2,AQI,Category
Arizona,Maricopa,2024-01-01,977.6,978.9,10,64.541667,85.0,7,50.375,62.0,15,0.916667,1.7,22,244.041667,352.0,13,0.007882,0.016,9,0.583333,2.0,0,1.057895,2.6,5,22.083333,34.0,20,261,Very Unhealthy
Arizona,Maricopa,2024-01-01,977.6,978.9,10,64.541667,85.0,7,50.375,62.0,15,0.916667,1.7,22,244.041667,352.0,13,0.009,0.021,10,0.95,2.3,21,0.757895,1.3,8,22.2,37.3,18,261,Very Unhealthy
Arizona,Maricopa,2024-01-02,980.770833,983.2,10,58.791667,84.0,7,51.333333,65.0,14,1.045833,2.3,13,173.416667,359.0,1,0.012765,0.024,10,0.5,2.0,11,0.495833,0.7,23,25.041667,40.0,19,80,Moderate
Arizona,Maricopa,2024-01-02,980.770833,983.2,10,58.791667,84.0,7,51.333333,65.0,14,1.045833,2.3,13,173.416667,359.0,1,0.012294,0.029,10,0.725,1.4,8,0.5,0.7,0,22.558333,38.7,19,80,Moderate
Arizona,Maricopa,2024-01-03,976.008333,980.5,0,61.333333,84.0,23,50.958333,64.0,13,2.154167,7.9,19,156.916667,310.0,4,0.026824,0.034,19,0.083333,1.0,8,0.320833,0.7,0,16.416667,24.0,7,59,Moderate
Arizona,Maricopa,2024-01-03,976.008333,980.5,0,61.333333,84.0,23,50.958333,64.0,13,2.154167,7.9,19,156.916667,310.0,4,0.026471,0.031,13,0.630435,1.2,7,0.564706,0.9,1,17.608696,28.4,0,59,Moderate
Arizona,Maricopa,2024-01-04,975.791667,977.7,20,67.5,91.0,6,49.583333,58.0,14,2.408333,4.2,15,216.583333,321.0,5,0.019765,0.034,10,0.0,0.0,0,0.091667,0.2,22,13.875,29.0,22,38,Good
Arizona,Maricopa,2024-01-04,975.791667,977.7,20,67.5,91.0,6,49.583333,58.0,14,2.408333,4.2,15,216.583333,321.0,5,0.017706,0.033,10,0.3625,0.6,23,0.245833,0.4,23,14.8625,31.5,22,38,Good
Arizona,Maricopa,2024-01-05,977.9125,979.9,9,64.083333,86.0,6,47.125,57.0,13,1.233333,3.4,9,105.333333,327.0,2,0.008235,0.018,10,0.208333,1.0,5,0.325,0.6,23,21.666667,31.0,20,64,Moderate
Arizona,Maricopa,2024-01-05,977.9125,979.9,9,64.083333,86.0,6,47.125,57.0,13,1.233333,3.4,9,105.333333,327.0,2,0.010588,0.025,9,0.604167,1.2,23,0.4,0.7,23,18.558333,31.9,19,64,Moderate
Arizona,Maricopa,2024-01-06,978.0125,982.2,9,58.708333,85.0,6,47.708333,61.0,14,1.45,3.0,23,134.833333,355.0,8,0.015941,0.026,11,0.208333,1.0,1,0.45,0.9,2,16.958333,31.0,21,76,Moderate
Arizona,Maricopa,2024-01-06,978.0125,982.2,9,58.708333,85.0,6,47.708333,61.0,14,1.45,3.0,23,134.833333,355.0,8,0.015588,0.027,10,0.575,1.4,8,0.554167,1.0,2,18.354167,31.0,20,76,Moderate
Arizona,Maricopa,2024-01-07,968.425,972.4,0,56.583333,85.0,11,46.833333,52.0,15,3.575,7.1,15,176.708333,326.0,18,0.027118,0.035,10,0.0,0.0,0,0.1875,0.5,1,9.75,20.0,20,50,Good
Arizona,Maricopa,2024-01-07,968.425,972.4,0,56.583333,85.0,11,46.833333,52.0,15,3.575,7.1,15,176.708333,326.0,18,0.024471,0.033,10,0.4,1.0,13,0.279167,0.5,1,10.2625,25.0,20,50,Good
Arizona,Maricopa,2024-01-08,978.754167,984.1,22,43.75,66.0,7,41.916667,53.0,14,1.670833,3.0,9,213.583333,336.0,7,0.015294,0.029,10,0.041667,1.0,21,0.245833,0.4,22,17.375,33.0,20,65,Moderate
Arizona,Maricopa,2024-01-08,978.754167,984.1,22,43.75,66.0,7,41.916667,53.0,14,1.670833,3.0,9,213.583333,336.0,7,0.015353,0.032,10,0.461905,0.9,0,0.241667,0.4,12,17.425,35.4,19,65,Moderate
Arizona,Maricopa,2024-01-09,980.658333,984.7,1,53.25,76.0,7,39.65,53.0,16,0.92,2.9,3,131.3,358.0,22,0.010588,0.022,9,0.333333,2.0,21,0.354167,0.8,23,18.625,36.0,20,70,Moderate
Arizona,Maricopa,2024-01-09,980.658333,984.7,1,53.25,76.0,7,39.65,53.0,16,0.92,2.9,3,131.3,358.0,22,0.010118,0.024,10,0.783333,2.0,7,0.541667,0.8,11,22.9,38.1,19,70,Moderate
Arizona,Maricopa,2024-01-10,973.141667,976.2,9,50.416667,77.0,7,43.666667,58.0,14,1.295833,3.4,10,119.958333,357.0,22,0.010471,0.021,10,0.416667,2.0,20,0.454167,0.9,0,21.375,37.0,19,75,Moderate
Arizona,Maricopa,2024-01-10,973.141667,976.2,9,50.416667,77.0,7,43.666667,58.0,14,1.295833,3.4,10,119.958333,357.0,22,0.012,0.025,10,0.945833,1.8,21,0.775,0.9,0,23.820833,36.1,19,75,Moderate
Arizona,Maricopa,2024-01-11,971.925,979.8,23,43.583333,69.0,10,47.125,57.0,14,4.2625,10.8,14,196.25,316.0,21,0.021588,0.037,11,0.086957,1.0,8,0.320833,0.7,0,15.136364,28.0,9,64,Moderate
Arizona,Maricopa,2024-01-11,971.925,979.8,23,43.583333,69.0,10,47.125,57.0,14,4.2625,10.8,14,196.25,316.0,21,0.021235,0.036,11,0.35,1.1,0,0.370833,0.8,0,13.816667,25.8,8,64,Moderate
Arizona,Maricopa,2024-01-12,980.208333,983.2,9,40.916667,62.0,3,43.458333,57.0,14,1.220833,3.1,10,135.25,359.0,19,0.012824,0.027,9,0.291667,2.0,21,0.383333,0.9,23,21.375,39.0,19,101,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-01-12,980.208333,983.2,9,40.916667,62.0,3,43.458333,57.0,14,1.220833,3.1,10,135.25,359.0,19,0.013059,0.031,9,0.479167,1.5,22,0.408333,0.8,23,21.8625,38.7,19,101,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-01-13,977.254167,979.6,10,44.875,72.0,7,45.541667,61.0,14,0.783333,1.3,0,147.958333,353.0,7,0.013059,0.026,10,0.666667,2.0,8,0.608333,1.0,23,22.625,40.0,19,90,Moderate
Arizona,Maricopa,2024-01-13,977.254167,979.6,10,44.875,72.0,7,45.541667,61.0,14,0.783333,1.3,0,147.958333,353.0,7,0.015077,0.026,10,0.954167,1.7,22,0.7375,1.0,1,26.4375,40.4,20,90,Moderate
Arizona,Maricopa,2024-01-14,974.220833,975.6,9,43.541667,70.0,7,49.708333,65.0,13,1.291667,3.2,16,119.333333,355.0,22,0.015941,0.034,10,0.333333,2.0,20,0.504167,1.2,23,18.416667,42.0,20,91,Moderate
Arizona,Maricopa,2024-01-15,976.45,978.3,10,48.541667,75.0,7,50.458333,67.0,14,0.979167,3.5,10,98.708333,356.0,3,0.012118,0.028,10,0.583333,2.0,22,0.7,1.5,2,27.333333,48.0,19,95,Moderate
Arizona,Maricopa,2024-01-15,976.45,978.3,10,48.541667,75.0,7,50.458333,67.0,14,0.979167,3.5,10,98.708333,356.0,3,0.013647,0.033,10,0.6875,1.3,22,0.641667,1.0,2,26.8625,47.2,19,95,Moderate
Arizona,Maricopa,2024-01-16,977.345833,979.8,10,51.083333,75.0,5,51.208333,68.0,14,0.875,1.6,16,144.083333,358.0,7,0.014412,0.029,10,0.666667,3.0,21,0.6625,1.2,1,27.916667,49.0,19,83,Moderate
Arizona,Maricopa,2024-01-16,977.345833,979.8,10,51.083333,75.0,5,51.208333,68.0,14,0.875,1.6,16,144.083333,358.0,7,0.013471,0.031,10,0.904167,1.7,20,0.8,1.1,1,28.158333,47.8,18,83,Moderate
Arizona,Maricopa,2024-01-17,975.329167,976.5,9,51.916667,73.0,6,51.708333,65.0,14,1.2125,3.0,2,121.625,355.0,13,0.008824,0.021,9,0.416667,2.0,21,0.5125,1.3,0,24.25,41.0,21,73,Moderate
Arizona,Maricopa,2024-01-17,975.329167,976.5,9,51.916667,73.0,6,51.708333,65.0,14,1.2125,3.0,2,121.625,355.0,13,0.008353,0.022,9,0.643478,1.5,22,0.745833,1.3,1,27.127273,41.8,18,73,Moderate
Arizona,Maricopa,2024-01-18,977.695833,979.9,9,48.5,74.0,5,55.583333,74.0,14,0.829167,1.7,21,140.0,352.0,9,0.011353,0.026,10,0.416667,2.0,20,0.495833,0.9,23,25.5,42.0,19,70,Moderate
Arizona,Maricopa,2024-01-18,977.695833,979.9,9,48.5,74.0,5,55.583333,74.0,14,0.829167,1.7,21,140.0,352.0,9,0.013,0.03,10,0.766667,1.9,22,0.929412,1.2,0,26.7875,42.2,19,70,Moderate
Arizona,Maricopa,2024-01-19,976.529167,979.5,9,52.583333,74.0,5,57.666667,75.0,15,0.7625,1.9,8,159.75,349.0,7,0.01,0.021,9,1.0,3.0,21,0.658333,1.1,1,26.458333,44.0,19,69,Moderate
Arizona,Maricopa,2024-01-19,976.529167,979.5,9,52.583333,74.0,5,57.666667,75.0,15,0.7625,1.9,8,159.75,349.0,7,0.013615,0.025,10,0.954167,2.0,20,0.841667,1.2,1,26.804167,45.3,18,69,Moderate
Arizona,Maricopa,2024-01-20,972.383333,974.2,9,53.958333,75.0,7,57.541667,69.0,15,1.254167,2.8,13,140.333333,358.0,6,0.007706,0.014,23,0.75,2.0,10,0.5,1.1,0,23.208333,34.0,18,81,Moderate
Arizona,Maricopa,2024-01-21,972.745833,974.4,10,76.666667,94.0,21,54.416667,56.0,0,1.1625,3.1,11,166.833333,358.0,23,0.008471,0.017,11,0.083333,1.0,0,0.308333,0.9,0,16.291667,27.0,0,62,Moderate
Arizona,Maricopa,2024-01-21,972.745833,974.4,10,76.666667,94.0,21,54.416667,56.0,0,1.1625,3.1,11,166.833333,358.0,23,0.009235,0.019,11,0.45,1.4,0,0.4,0.9,0,17.8,32.7,0,62,Moderate
Arizona,Maricopa,2024-01-22,972.0375,974.7,10,85.458333,96.0,2,55.166667,63.0,13,2.025,4.5,13,125.75,341.0,1,0.018529,0.024,22,0.083333,1.0,1,0.279167,0.6,3,13.666667,23.0,0,62,Moderate
Arizona,Maricopa,2024-01-22,972.0375,974.7,10,85.458333,96.0,2,55.166667,63.0,13,2.025,4.5,13,125.75,341.0,1,0.018471,0.025,23,0.547826,1.2,9,0.492857,0.6,2,14.020833,24.4,19,62,Moderate
Arizona,Maricopa,2024-01-23,970.6375,974.4,23,89.916667,96.0,8,54.708333,59.0,13,2.341667,5.3,0,88.875,291.0,9,0.018235,0.024,10,0.0,0.0,0,0.041667,0.1,0,9.85,18.0,19,38,Good
Arizona,Maricopa,2024-01-23,970.6375,974.4,23,89.916667,96.0,8,54.708333,59.0,13,2.341667,5.3,0,88.875,291.0,9,0.019353,0.027,10,0.382609,0.8,2,0.2125,0.3,0,9.604545,21.6,18,38,Good
Arizona,Maricopa,2024-01-24,977.513043,979.3,11,81.333333,96.0,6,55.75,64.0,14,0.933333,2.5,16,143.25,289.0,5,0.01,0.02,12,0.0,0.0,0,0.191667,0.4,23,17.0,28.0,21,60,Moderate
Arizona,Maricopa,2024-01-24,977.513043,979.3,11,81.333333,96.0,6,55.75,64.0,14,0.933333,2.5,16,143.25,289.0,5,0.011294,0.024,10,0.266667,0.9,23,0.329167,0.5,22,16.179167,28.5,20,60,Moderate
Arizona,Maricopa,2024-01-25,977.283333,979.1,9,73.458333,93.0,4,56.75,67.0,14,2.275,4.4,16,150.666667,311.0,23,0.017176,0.027,11,0.083333,1.0,1,0.279167,0.6,1,14.708333,25.0,21,60,Moderate
Arizona,Maricopa,2024-01-25,977.283333,979.1,9,73.458333,93.0,4,56.75,67.0,14,2.275,4.4,16,150.666667,311.0,23,0.017471,0.027,11,0.241667,0.9,2,0.391667,0.7,1,14.366667,21.3,0,60,Moderate
Arizona,Maricopa,2024-01-26,980.933333,984.4,23,64.541667,91.0,4,54.708333,68.0,14,1.495833,3.9,15,189.666667,355.0,23,0.013588,0.028,11,0.25,2.0,8,0.275,0.5,9,19.208333,34.0,20,57,Moderate
Arizona,Maricopa,2024-01-26,980.933333,984.4,23,64.541667,91.0,4,54.708333,68.0,14,1.495833,3.9,15,189.666667,355.0,23,0.012,0.026,10,0.429167,1.2,11,0.3875,0.6,23,20.041667,35.1,19,57,Moderate
Arizona,Maricopa,2024-01-27,983.120833,985.7,9,51.416667,88.0,7,58.125,74.0,14,1.816667,3.9,14,158.958333,354.0,20,0.022059,0.033,10,0.380952,1.0,3,0.55,0.9,6,16.583333,33.0,20,70,Moderate
Arizona,Maricopa,2024-01-27,983.120833,985.7,9,51.416667,88.0,7,58.125,74.0,14,1.816667,3.9,14,158.958333,354.0,20,0.021118,0.034,10,0.425,2.1,8,0.466667,0.7,1,17.408333,34.5,20,70,Moderate
Arizona,Maricopa,2024-01-28,981.120833,982.8,9,34.041667,57.0,6,63.291667,78.0,14,3.091667,9.2,11,177.333333,359.0,20,0.020059,0.039,9,0.166667,0.6,2,0.275,0.5,0,13.85,35.1,19,53,Moderate
Arizona,Maricopa,2024-01-29,979.370833,981.7,9,45.791667,73.0,6,61.458333,81.0,14,0.8375,2.7,13,186.458333,359.0,12,0.014471,0.034,10,0.995833,3.7,9,0.683333,1.2,9,24.25,50.0,9,66,Moderate
Arizona,Maricopa,2024-01-30,977.4,979.4,9,47.25,75.0,7,62.083333,81.0,14,1.3375,2.8,10,152.041667,352.0,3,0.017824,0.036,10,0.5,2.0,19,0.791667,1.4,1,23.625,42.0,20,72,Moderate
Arizona,Maricopa,2024-01-30,977.4,979.4,9,47.25,75.0,7,62.083333,81.0,14,1.3375,2.8,10,152.041667,352.0,3,0.015765,0.037,10,0.795455,1.6,8,0.917647,1.2,1,23.870833,45.5,19,72,Moderate
Arizona,Maricopa,2024-01-31,975.691667,978.6,9,49.75,72.0,5,63.875,80.0,14,1.695833,4.3,12,102.583333,352.0,3,0.019118,0.036,10,0.125,1.0,19,0.320833,0.9,1,19.0,39.0,20,62,Moderate
Arizona,Maricopa,2024-01-31,975.691667,978.6,9,49.75,72.0,5,63.875,80.0,14,1.695833,4.3,12,102.583333,352.0,3,0.018706,0.035,10,0.6875,1.6,20,0.6125,1.0,1,22.425,41.0,19,62,Moderate
Arizona,Maricopa,2024-02-01,968.9125,972.4,0,53.583333,94.0,23,64.958333,79.0,14,4.758333,9.8,19,131.208333,236.0,16,0.028529,0.033,13,0.083333,1.0,9,0.145833,0.4,0,11.666667,28.0,0,74,Moderate
Arizona,Maricopa,2024-02-01,968.9125,972.4,0,53.583333,94.0,23,64.958333,79.0,14,4.758333,9.8,19,131.208333,236.0,16,0.026353,0.03,13,0.725,1.3,10,0.3125,0.8,0,9.131818,19.3,0,74,Moderate
Arizona,Maricopa,2024-02-02,969.641667,971.9,23,69.541667,95.0,0,55.25,62.0,14,4.3,7.4,14,216.75,246.0,23,0.034353,0.044,10,0.0,0.0,0,0.008333,0.1,22,5.583333,16.0,23,71,Moderate
Arizona,Maricopa,2024-02-02,969.641667,971.9,23,69.541667,95.0,0,55.25,62.0,14,4.3,7.4,14,216.75,246.0,23,0.028294,0.039,10,0.358333,0.9,10,0.125,0.2,7,9.045833,20.9,22,71,Moderate
Arizona,Maricopa,2024-02-03,973.9625,975.8,10,62.0,89.0,7,52.416667,64.0,13,1.7125,5.0,15,192.833333,350.0,1,0.027059,0.043,12,0.0,0.0,0,0.166667,0.3,7,14.458333,35.0,22,52,Moderate
Arizona,Maricopa,2024-02-03,973.9625,975.8,10,62.0,89.0,7,52.416667,64.0,13,1.7125,5.0,15,192.833333,350.0,1,0.022765,0.039,10,0.4,1.1,11,0.254167,0.4,22,15.083333,32.4,22,52,Moderate
Arizona,Maricopa,2024-02-04,977.554167,980.2,10,54.875,78.0,2,55.375,68.0,14,1.975,4.0,9,83.25,346.0,5,0.025941,0.042,10,0.0,0.0,0,0.191667,0.4,0,11.916667,37.0,20,55,Moderate
Arizona,Maricopa,2024-02-04,977.554167,980.2,10,54.875,78.0,2,55.375,68.0,14,1.975,4.0,9,83.25,346.0,5,0.020471,0.041,10,0.266667,0.8,0,0.358333,0.6,1,14.908333,35.8,20,55,Moderate
Arizona,Maricopa,2024-02-05,973.0625,976.3,8,49.416667,77.0,6,59.625,74.0,14,2.1125,5.7,12,138.166667,360.0,3,0.024059,0.031,10,0.086957,2.0,15,0.166667,0.4,0,14.608696,27.0,6,57,Moderate
Arizona,Maricopa,2024-02-05,973.0625,976.3,8,49.416667,77.0,6,59.625,74.0,14,2.1125,5.7,12,138.166667,360.0,3,0.017706,0.032,10,0.641667,1.1,5,0.535714,0.7,8,18.933333,33.7,19,57,Moderate
Arizona,Maricopa,2024-02-06,966.816667,969.0,22,58.458333,93.0,23,59.833333,64.0,12,3.2875,7.4,19,175.0,335.0,14,0.027294,0.035,18,0.130435,1.0,7,0.004167,0.1,11,11.136364,25.0,9,52,Moderate
Arizona,Maricopa,2024-02-06,966.816667,969.0,22,58.458333,93.0,23,59.833333,64.0,12,3.2875,7.4,19,175.0,335.0,14,0.026471,0.032,19,0.533333,1.0,12,0.283333,0.4,0,12.22381,28.4,8,52,Moderate
Arizona,Maricopa,2024-02-07,971.5875,974.6,22,71.833333,94.0,0,53.25,61.0,15,3.570833,7.0,15,142.208333,231.0,12,0.029588,0.04,11,0.0,0.0,0,-0.0375,0.0,9,8.75,21.0,22,42,Good
Arizona,Maricopa,2024-02-07,971.5875,974.6,22,71.833333,94.0,0,53.25,61.0,15,3.570833,7.0,15,142.208333,231.0,12,0.024,0.035,10,0.395833,0.9,14,0.275,0.4,21,11.066667,29.6,21,42,Good
Arizona,Maricopa,2024-02-08,974.8,977.9,23,77.375,86.0,12,48.333333,57.0,11,4.3625,7.1,13,116.875,275.0,13,0.029176,0.036,11,0.0,0.0,0,0.0,0.0,0,8.625,18.0,7,42,Good
Arizona,Maricopa,2024-02-08,974.8,977.9,23,77.375,86.0,12,48.333333,57.0,11,4.3625,7.1,13,116.875,275.0,13,0.030588,0.036,11,0.2375,0.9,13,0.2625,0.4,0,8.3375,17.7,6,42,Good
Arizona,Maricopa,2024-02-09,975.9125,979.0,9,67.25,93.0,6,48.208333,62.0,15,1.129167,3.8,1,181.458333,355.0,8,0.031,0.04,10,0.083333,1.0,7,0.083333,0.2,8,12.791667,28.0,20,44,Good
Arizona,Maricopa,2024-02-09,975.9125,979.0,9,67.25,93.0,6,48.208333,62.0,15,1.129167,3.8,1,181.458333,355.0,8,0.025824,0.038,11,0.529167,1.4,7,0.366667,0.6,10,16.070833,40.5,21,44,Good
Arizona,Maricopa,2024-02-10,973.504167,976.7,23,68.291667,91.0,5,50.291667,59.0,14,2.7375,4.8,18,219.416667,271.0,3,0.035706,0.043,11,0.0,0.0,0,0.020833,0.1,0,6.458333,17.0,0,41,Good
Arizona,Maricopa,2024-02-10,973.504167,976.7,23,68.291667,91.0,5,50.291667,59.0,14,2.7375,4.8,18,219.416667,271.0,3,0.033471,0.04,9,0.3375,0.9,21,0.258333,0.5,0,6.858333,16.2,0,41,Good
Arizona,Maricopa,2024-02-11,980.0625,982.3,10,59.875,91.0,7,49.0,62.0,15,1.470833,4.3,0,137.416667,343.0,21,0.022,0.035,11,0.0,0.0,0,0.025,0.3,23,10.791667,33.0,22,53,Moderate
Arizona,Maricopa,2024-02-11,980.0625,982.3,10,59.875,91.0,7,49.0,62.0,15,1.470833,4.3,0,137.416667,343.0,21,0.017941,0.036,11,0.379167,1.1,13,0.266667,0.5,22,12.191667,35.4,21,53,Moderate
Arizona,Maricopa,2024-02-12,978.3375,981.3,7,54.25,87.0,6,50.916667,67.0,14,0.845833,1.6,18,178.708333,355.0,3,0.017471,0.036,10,0.291667,1.0,5,0.3125,0.4,0,18.125,42.0,20,75,Moderate
Arizona,Maricopa,2024-02-12,978.3375,981.3,7,54.25,87.0,6,50.916667,67.0,14,0.845833,1.6,18,178.708333,355.0,3,0.016176,0.035,11,0.626087,1.7,20,0.570833,0.8,3,22.8,40.8,20,75,Moderate
Arizona,Maricopa,2024-02-13,974.475,976.3,8,51.583333,82.0,6,54.875,71.0,14,1.55,3.4,18,131.583333,359.0,4,0.020294,0.037,12,0.375,1.0,0,0.354167,0.7,1,19.791667,38.0,22,59,Moderate
Arizona,Maricopa,2024-02-13,974.475,976.3,8,51.583333,82.0,6,54.875,71.0,14,1.55,3.4,18,131.583333,359.0,4,0.019294,0.036,11,0.729167,1.9,0,0.566667,1.0,2,21.045833,38.1,21,59,Moderate
Arizona,Maricopa,2024-02-14,978.404167,980.6,10,52.666667,80.0,7,55.291667,72.0,14,1.266667,2.6,11,147.291667,356.0,22,0.022882,0.042,11,0.083333,1.0,21,0.275,0.5,3,22.0,42.0,21,60,Moderate
Arizona,Maricopa,2024-02-14,978.404167,980.6,10,52.666667,80.0,7,55.291667,72.0,14,1.266667,2.6,11,147.291667,356.0,22,0.019059,0.041,10,0.758333,2.1,8,0.5125,0.7,8,22.970833,47.2,19,60,Moderate
Arizona,Maricopa,2024-02-15,978.708333,980.9,8,47.958333,76.0,4,57.458333,75.0,15,1.333333,2.6,5,136.375,348.0,23,0.021412,0.041,11,0.208333,1.0,7,0.254167,0.5,0,21.541667,44.0,21,59,Moderate
Arizona,Maricopa,2024-02-15,978.708333,980.9,8,47.958333,76.0,4,57.458333,75.0,15,1.333333,2.6,5,136.375,348.0,23,0.019706,0.04,10,0.579167,1.7,7,0.533333,0.9,1,22.658333,41.5,21,59,Moderate
Arizona,Maricopa,2024-02-16,977.204167,979.4,9,48.291667,77.0,7,58.041667,73.0,13,1.208333,2.5,13,149.416667,356.0,23,0.024765,0.044,11,0.291667,1.0,0,0.25,0.5,0,21.0,45.0,21,61,Moderate
Arizona,Maricopa,2024-02-16,977.204167,979.4,9,48.291667,77.0,7,58.041667,73.0,13,1.208333,2.5,13,149.416667,356.0,23,0.022588,0.043,11,0.529167,1.3,21,0.525,0.8,2,23.3625,47.8,20,61,Moderate
Arizona,Maricopa,2024-02-17,975.958333,977.9,10,48.291667,72.0,7,60.583333,77.0,14,1.7875,2.8,11,124.958333,254.0,19,0.029824,0.047,11,0.208333,1.0,0,0.229167,0.6,0,18.916667,41.0,22,64,Moderate
Arizona,Maricopa,2024-02-17,975.958333,977.9,10,48.291667,72.0,7,60.583333,77.0,14,1.7875,2.8,11,124.958333,254.0,19,0.025118,0.046,10,0.608333,1.5,22,0.470833,0.9,1,17.879167,42.6,21,64,Moderate
Arizona,Maricopa,2024-02-18,975.020833,976.5,9,48.208333,73.0,4,61.583333,78.0,15,1.741667,3.6,9,105.083333,248.0,19,0.031647,0.051,11,0.208333,2.0,21,0.15,0.4,0,13.958333,42.0,21,70,Moderate
Arizona,Maricopa,2024-02-18,975.020833,976.5,9,48.208333,73.0,4,61.583333,78.0,15,1.741667,3.6,9,105.083333,248.0,19,0.025529,0.05,10,0.629167,1.5,19,0.425,0.8,2,16.35,44.8,20,70,Moderate
Arizona,Maricopa,2024-02-19,977.304167,978.8,9,46.875,76.0,6,62.916667,79.0,14,1.829167,5.1,11,129.791667,355.0,23,0.023706,0.042,10,0.125,1.0,21,0.166667,0.4,0,15.0,37.0,21,58,Moderate
Arizona,Maricopa,2024-02-19,977.304167,978.8,9,46.875,76.0,6,62.916667,79.0,14,1.829167,5.1,11,129.791667,355.0,23,0.021118,0.041,10,0.504167,1.5,1,0.454167,0.8,0,18.858333,41.0,20,58,Moderate
Arizona,Maricopa,2024-02-20,977.965217,980.8,9,36.958333,60.0,1,65.291667,82.0,15,2.2125,4.2,9,88.791667,179.0,16,0.024,0.038,11,0.166667,1.0,11,0.183333,0.4,0,17.083333,38.0,20,55,Moderate
Arizona,Maricopa,2024-02-20,977.965217,980.8,9,36.958333,60.0,1,65.291667,82.0,15,2.2125,4.2,9,88.791667,179.0,16,0.020706,0.037,10,0.490476,1.2,21,0.447059,0.7,1,16.758333,39.1,20,55,Moderate
Arizona,Maricopa,2024-02-21,976.5,978.9,22,41.0,62.0,23,64.208333,75.0,14,2.770833,5.4,10,171.416667,320.0,22,0.025706,0.038,10,0.086957,1.0,7,0.133333,0.3,0,11.181818,28.0,6,53,Moderate
Arizona,Maricopa,2024-02-21,976.5,978.9,22,41.0,62.0,23,64.208333,75.0,14,2.770833,5.4,10,171.416667,320.0,22,0.021824,0.036,10,0.529167,1.2,9,0.291667,0.6,0,11.066667,25.9,22,53,Moderate
Arizona,Maricopa,2024-02-22,978.825,981.7,9,52.625,85.0,7,62.416667,76.0,14,1.3125,3.3,18,243.708333,358.0,5,0.027824,0.044,12,0.125,1.0,8,0.145833,0.2,5,15.833333,26.0,2,53,Moderate
Arizona,Maricopa,2024-02-22,978.825,981.7,9,52.625,85.0,7,62.416667,76.0,14,1.3125,3.3,18,243.708333,358.0,5,0.023706,0.042,11,0.358333,1.4,9,0.354167,0.5,8,18.565,32.2,20,53,Moderate
Arizona,Maricopa,2024-02-23,976.966667,979.5,8,42.958333,76.0,6,63.5,80.0,14,1.170833,3.8,15,157.458333,357.0,8,0.019294,0.04,11,0.333333,2.0,20,0.316667,0.6,23,21.875,38.0,20,47,Good
Arizona,Maricopa,2024-02-23,976.966667,979.5,8,42.958333,76.0,6,63.5,80.0,14,1.170833,3.8,15,157.458333,357.0,8,0.018471,0.039,10,0.533333,1.8,8,0.445833,0.7,23,19.416667,37.0,20,47,Good
Arizona,Maricopa,2024-02-24,976.804167,978.5,9,36.166667,53.0,23,64.875,79.0,14,1.375,3.8,10,122.458333,355.0,0,0.022588,0.038,11,0.541667,2.0,23,0.3,0.7,1,22.916667,41.0,22,59,Moderate
Arizona,Maricopa,2024-02-24,976.804167,978.5,9,36.166667,53.0,23,64.875,79.0,14,1.375,3.8,10,122.458333,355.0,0,0.019176,0.038,10,0.8125,1.5,22,0.495833,0.9,1,21.741667,44.5,20,59,Moderate
Arizona,Maricopa,2024-02-25,976.358333,978.6,9,40.208333,67.0,7,67.75,83.0,14,1.495833,4.2,11,121.708333,358.0,22,0.027824,0.049,10,0.083333,1.0,22,0.216667,0.7,0,13.375,37.0,23,54,Moderate
Arizona,Maricopa,2024-02-25,976.358333,978.6,9,40.208333,67.0,7,67.75,83.0,14,1.495833,4.2,11,121.708333,358.0,22,0.022765,0.047,10,0.583333,1.2,19,0.491667,1.0,1,19.708333,42.1,21,54,Moderate
Arizona,Maricopa,2024-02-26,973.041667,975.7,10,42.666667,58.0,5,67.666667,76.0,13,1.179167,2.6,16,132.875,326.0,21,0.011294,0.022,11,0.291667,2.0,12,0.254167,0.4,0,25.0,37.0,20,68,Moderate
Arizona,Maricopa,2024-02-26,973.041667,975.7,10,42.666667,58.0,5,67.666667,76.0,13,1.179167,2.6,16,132.875,326.0,21,0.013529,0.023,10,0.74,1.9,13,0.53125,0.7,0,26.345455,40.7,13,68,Moderate
Arizona,Maricopa,2024-02-27,971.8,973.8,23,40.958333,57.0,7,65.375,76.0,14,2.1125,4.3,14,161.958333,283.0,3,0.023941,0.04,11,0.25,1.0,1,0.254167,0.5,2,18.291667,34.0,0,53,Moderate
