State Name,County Name,Date,Arithmetic Mean_PRESS,1st Max Value_PRESS,1st Max Hour_PRESS,Arithmetic Mean_RH_DP,1st Max Value_RH_DP,1st Max Hour_RH_DP,Arithmetic Mean_TEMP,1st Max Value_TEMP,1st Max Hour_TEMP,Arithmetic Mean_WIND_SPEED,1st Max Value_WIND_SPEED,1st Max Hour_WIND_SPEED,Arithmetic Mean_WIND_DIRECTION,1st Max Value_WIND_DIRECTION,1st Max Hour_WIND_DIRECTION,Arithmetic Mean_ozone,1st Max Value_ozone,1st Max Hour_ozone,Arithmetic Mean_so2,1st Max Value_so2,1st Max Hour_so2,Arithmetic Mean_co,1st Max Value_co,1st Max Hour_co,Arithmetic Mean_no2,1st Max Value_no2,1st Max Hour_no2,AQI,Category
Arizona,Maricopa,2024-06-08,967.791667,970.2,8,17.375,29.0,3,94.916667,106.0,14,2.520833,4.5,21,161.416667,360.0,17,0.046059,0.063,11,1.0375,1.2,2,0.220833,0.3,0,5.804167,10.5,0,87,Moderate
Arizona,Maricopa,2024-06-09,969.345833,971.6,8,14.291667,29.0,4,93.958333,107.0,15,3.529167,6.4,21,154.916667,295.0,2,0.032235,0.04,9,0.0,0.0,0,0.441667,0.5,0,5.208333,16.0,3,43,Good
Arizona,Maricopa,2024-06-09,969.345833,971.6,8,14.291667,29.0,4,93.958333,107.0,15,3.529167,6.4,21,154.916667,295.0,2,0.032118,0.041,10,0.9125,1.1,9,0.154167,0.2,0,3.925,7.5,4,43,Good
Arizona,Maricopa,2024-06-10,969.0625,971.7,7,15.666667,31.0,5,91.375,106.0,15,1.591667,2.9,18,177.291667,345.0,0,0.034294,0.051,11,0.0,0.0,0,0.479167,0.5,5,12.291667,27.0,21,71,Moderate
Arizona,Maricopa,2024-06-10,969.0625,971.7,7,15.666667,31.0,5,91.375,106.0,15,1.591667,2.9,18,177.291667,345.0,0,0.035941,0.056,11,0.954545,1.2,23,0.208333,0.3,8,9.179167,28.5,23,71,Moderate
Arizona,Maricopa,2024-06-11,968.143478,970.5,7,14.083333,30.0,5,95.291667,112.0,15,2.120833,4.6,22,191.166667,359.0,3,0.041588,0.057,12,0.047619,1.0,11,0.572727,0.7,10,12.761905,30.0,4,90,Moderate
Arizona,Maricopa,2024-06-11,968.143478,970.5,7,14.083333,30.0,5,95.291667,112.0,15,2.120833,4.6,22,191.166667,359.0,3,0.044118,0.06,11,0.973913,1.2,0,0.261111,0.3,0,10.168182,24.7,5,90,Moderate
Arizona,Maricopa,2024-06-12,970.204167,972.4,8,11.666667,25.0,5,95.083333,110.0,14,1.9,3.6,18,175.541667,343.0,4,0.034765,0.056,10,0.908333,1.1,6,0.229167,0.3,8,9.841667,31.7,23,74,Moderate
Arizona,Maricopa,2024-06-13,969.845833,971.9,7,16.416667,27.0,6,93.958333,107.0,15,1.6125,3.4,16,220.791667,358.0,14,0.043118,0.061,11,1.025,1.2,6,0.383333,0.5,1,15.895833,31.2,0,84,Moderate
Arizona,Maricopa,2024-06-14,968.116667,970.5,7,16.416667,35.0,6,92.875,107.0,16,1.4375,3.2,7,191.833333,357.0,3,0.054706,0.08,12,1.0375,1.5,21,0.283333,0.4,0,12.370833,38.8,22,156,Unhealthy
Arizona,Maricopa,2024-06-15,965.6875,968.5,7,13.0,26.0,1,96.583333,111.0,15,2.875,4.8,15,156.916667,242.0,14,0.054824,0.07,9,1.0875,1.5,11,0.316667,0.6,1,8.154167,30.6,0,126,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-06-16,963.2125,966.0,7,13.5,27.0,5,96.541667,110.0,13,3.3625,6.9,17,197.5,303.0,0,0.043824,0.057,8,1.083333,1.4,9,0.195833,0.3,3,5.191667,11.1,23,77,Moderate
Arizona,Maricopa,2024-06-17,960.9,962.7,8,16.916667,31.0,4,92.875,106.0,14,3.4,6.3,18,187.5,341.0,1,0.042647,0.052,10,1.095833,1.2,8,0.2,0.2,0,6.358333,11.4,0,64,Moderate
Arizona,Maricopa,2024-06-18,963.352174,965.1,8,18.166667,33.0,5,91.625,104.0,15,2.370833,4.2,23,190.5,358.0,2,0.041824,0.055,10,1.091667,1.2,0,0.225,0.3,6,5.8125,12.3,22,74,Moderate
Arizona,Maricopa,2024-06-19,965.625,967.9,7,20.75,35.0,5,92.333333,105.0,16,2.070833,4.6,10,189.25,339.0,23,0.034471,0.057,10,1.041667,1.1,0,0.208333,0.3,22,9.3,32.2,23,77,Moderate
Arizona,Maricopa,2024-06-20,963.879167,966.1,7,23.041667,39.0,6,96.083333,114.0,15,2.9125,6.6,21,150.166667,318.0,4,0.040235,0.051,10,1.120833,1.5,8,0.333333,0.5,2,12.016667,30.0,0,87,Moderate
Arizona,Maricopa,2024-06-21,964.4,968.2,23,24.916667,43.0,4,102.333333,117.0,15,5.1625,7.3,9,120.166667,236.0,17,0.039118,0.046,11,1.025,1.1,7,0.154167,0.2,8,3.3875,7.3,20,84,Moderate
Arizona,Maricopa,2024-06-22,969.6375,971.5,10,31.75,40.0,6,97.25,108.0,15,2.970833,6.2,0,130.041667,340.0,22,0.039765,0.049,11,0.966667,1.2,8,0.1875,0.2,0,4.658333,9.5,7,61,Moderate
Arizona,Maricopa,2024-06-23,969.441667,971.9,7,32.666667,46.0,5,97.75,108.0,16,1.829167,5.3,22,140.583333,279.0,0,0.050294,0.068,11,0.95,1.0,11,0.2,0.2,0,4.583333,10.3,4,97,Moderate
Arizona,Maricopa,2024-06-24,969.108333,971.6,7,35.125,63.0,23,98.291667,112.0,16,2.733333,5.1,19,179.083333,304.0,10,0.042529,0.056,10,0.0,0.0,0,0.355556,0.4,15,5.125,12.0,5,87,Moderate
Arizona,Maricopa,2024-06-24,969.108333,971.6,7,35.125,63.0,23,98.291667,112.0,16,2.733333,5.1,19,179.083333,304.0,10,0.041706,0.054,10,0.925,1.2,17,0.2,0.2,0,4.020833,8.3,5,87,Moderate
Arizona,Maricopa,2024-06-25,969.9625,971.6,7,47.041667,68.0,0,93.041667,107.0,15,3.3375,11.8,19,182.458333,340.0,23,0.044471,0.055,9,0.0,0.0,0,0.388889,0.5,8,6.571429,13.0,5,101,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-06-25,969.9625,971.6,7,47.041667,68.0,0,93.041667,107.0,15,3.3375,11.8,19,182.458333,340.0,23,0.045588,0.06,9,0.911111,1.0,19,0.179167,0.2,0,5.175,11.2,8,101,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-06-26,969.133333,972.0,8,37.708333,64.0,5,96.958333,110.0,15,2.629167,4.9,22,234.666667,332.0,6,0.042882,0.061,10,0.0,0.0,0,0.4375,0.5,9,8.083333,22.0,6,97,Moderate
Arizona,Maricopa,2024-06-26,969.133333,972.0,8,37.708333,64.0,5,96.958333,110.0,15,2.629167,4.9,22,234.666667,332.0,6,0.043294,0.063,10,1.045833,1.3,21,0.171429,0.3,9,7.429167,20.9,7,97,Moderate
Arizona,Maricopa,2024-06-27,965.6375,968.4,7,26.625,39.0,5,101.125,111.0,14,4.083333,6.6,14,237.291667,327.0,5,0.036353,0.043,8,0.0,0.0,0,0.370833,0.4,0,6.25,20.0,6,50,Good
Arizona,Maricopa,2024-06-27,965.6375,968.4,7,26.625,39.0,5,101.125,111.0,14,4.083333,6.6,14,237.291667,327.0,5,0.036059,0.042,8,1.158333,1.5,2,0.129167,0.2,11,4.554167,13.4,5,50,Good
Arizona,Maricopa,2024-06-28,965.75,968.0,8,28.083333,37.0,3,99.708333,111.0,15,3.045833,5.6,22,210.333333,307.0,2,0.041,0.046,10,0.041667,1.0,8,0.341667,0.4,0,6.833333,18.0,5,61,Moderate
Arizona,Maricopa,2024-06-28,965.75,968.0,8,28.083333,37.0,3,99.708333,111.0,15,3.045833,5.6,22,210.333333,307.0,2,0.042,0.048,10,1.125,1.6,7,0.158333,0.2,0,5.104762,15.9,7,61,Moderate
Arizona,Maricopa,2024-06-29,968.55,970.9,7,31.541667,48.0,5,98.041667,109.0,15,1.6,3.6,13,164.666667,353.0,21,0.033647,0.047,10,0.0,0.0,0,0.308333,0.4,22,8.416667,33.0,23,90,Moderate
Arizona,Maricopa,2024-06-29,968.55,970.9,7,31.541667,48.0,5,98.041667,109.0,15,1.6,3.6,13,164.666667,353.0,21,0.033176,0.048,10,1.0625,1.2,22,0.154167,0.3,23,6.204167,25.0,22,90,Moderate
Arizona,Maricopa,2024-06-30,970.079167,972.6,8,31.5,42.0,6,98.583333,109.0,16,3.3625,7.4,4,168.0,271.0,12,0.054583,0.058,10,0.0,0.0,0,0.341667,0.6,2,4.458333,17.0,0,87,Moderate
Arizona,Maricopa,2024-06-30,970.079167,972.6,8,31.5,42.0,6,98.583333,109.0,16,3.3625,7.4,4,168.0,271.0,12,0.052529,0.058,9,1.0125,1.2,0,0.170833,0.3,0,4.783333,22.3,0,87,Moderate
Arizona,Maricopa,2024-07-01,969.070833,972.1,6,45.0,74.0,2,93.833333,106.0,15,2.058333,4.5,18,205.875,359.0,3,0.052765,0.068,11,0.9375,1.1,22,0.170833,0.2,7,5.345833,11.8,21,93,Moderate
Arizona,Maricopa,2024-07-02,966.504167,968.9,7,29.083333,54.0,5,100.541667,111.0,13,2.116667,3.8,15,161.791667,280.0,15,0.045765,0.068,9,1.058333,1.3,22,0.183333,0.2,0,7.478261,27.1,22,93,Moderate
Arizona,Maricopa,2024-07-03,968.733333,971.8,9,23.333333,42.0,5,101.333333,113.0,16,3.608333,5.5,3,201.416667,298.0,6,0.04,0.05,10,1.058333,1.3,1,0.183333,0.3,1,5.825,19.2,0,54,Moderate
Arizona,Maricopa,2024-07-04,969.383333,973.1,9,28.875,45.0,6,100.416667,112.0,15,4.404167,6.4,17,243.25,258.0,10,0.038118,0.046,11,1.1125,2.0,21,0.2,0.2,0,3.629167,7.9,22,48,Good
Arizona,Maricopa,2024-07-05,966.633333,969.4,7,21.708333,41.0,5,102.541667,117.0,14,2.0,3.6,17,239.708333,353.0,6,0.049176,0.07,10,1.166667,1.4,0,0.2,0.2,0,6.595833,19.4,22,100,Moderate
Arizona,Maricopa,2024-07-06,968.154167,971.2,8,21.5,31.0,6,101.583333,113.0,15,2.929167,5.1,22,199.208333,322.0,5,0.046824,0.057,9,1.079167,1.3,21,0.216667,0.3,0,4.658333,10.7,1,61,Moderate
Arizona,Maricopa,2024-07-07,967.4375,970.6,8,24.208333,38.0,5,101.5,113.0,16,4.025,6.5,17,236.458333,261.0,1,0.042235,0.05,8,1.079167,1.3,22,0.2,0.2,0,3.516667,7.4,22,51,Moderate
Arizona,Maricopa,2024-07-08,964.543478,967.2,7,19.083333,36.0,6,102.75,117.0,14,2.775,5.7,16,176.708333,326.0,4,0.049353,0.067,9,1.209524,1.5,21,0.2,0.2,0,6.495652,14.5,5,93,Moderate
Arizona,Maricopa,2024-07-09,966.583333,969.4,8,20.5,34.0,4,101.916667,115.0,15,2.329167,4.0,17,172.208333,351.0,0,0.050824,0.077,10,1.1875,1.5,22,0.204167,0.3,23,8.03,23.6,22,122,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-07-10,968.391667,971.5,7,20.541667,34.0,6,101.166667,113.0,14,2.329167,5.4,17,227.375,343.0,3,0.045059,0.06,10,1.083333,1.4,22,0.241667,0.3,0,9.93,28.7,21,87,Moderate
Arizona,Maricopa,2024-07-11,968.9875,971.8,6,22.125,35.0,4,102.541667,114.0,14,2.954167,9.7,22,178.75,279.0,16,0.060294,0.075,11,1.075,1.4,1,0.235714,0.3,0,4.404348,9.6,20,115,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-07-12,969.358333,972.0,7,21.458333,38.0,5,101.625,114.0,15,2.083333,4.9,2,147.791667,346.0,22,0.067353,0.088,11,1.2,2.0,7,0.2625,0.4,23,9.495238,26.1,22,156,Unhealthy
Arizona,Maricopa,2024-07-13,971.1875,973.2,8,23.458333,36.0,5,101.708333,112.0,15,2.979167,6.9,23,176.666667,346.0,3,0.048647,0.061,9,0.995833,1.1,20,0.2375,0.4,0,4.125,9.1,6,93,Moderate
Arizona,Maricopa,2024-07-14,973.554167,976.4,7,37.041667,56.0,6,97.166667,108.0,16,5.1375,8.7,20,222.625,266.0,7,0.039941,0.045,12,0.891667,1.0,1,0.1625,0.2,0,2.208333,3.5,20,102,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-07-15,971.716667,975.3,7,34.333333,55.0,1,96.666667,108.0,16,3.625,6.5,17,200.125,260.0,6,0.043588,0.052,10,0.9375,1.3,21,0.183333,0.2,4,4.808333,17.2,5,64,Moderate
Arizona,Maricopa,2024-07-16,969.891667,973.2,7,28.833333,43.0,6,99.166667,109.0,15,3.9,6.9,23,215.291667,256.0,1,0.043824,0.048,11,1.083333,1.2,3,0.170833,0.2,0,4.875,16.6,5,58,Moderate
Arizona,Maricopa,2024-07-17,970.170833,972.9,7,28.5,40.0,6,99.375,111.0,15,3.391667,5.9,0,228.25,271.0,6,0.050824,0.065,10,1.0125,1.1,12,0.183333,0.2,0,3.845833,7.7,4,93,Moderate
Arizona,Maricopa,2024-07-18,971.308333,973.8,9,27.375,43.0,6,100.291667,112.0,15,2.9125,5.7,23,231.333333,324.0,3,0.052353,0.059,11,1.036842,1.2,8,0.2,0.2,0,6.283333,17.9,7,97,Moderate
Arizona,Maricopa,2024-07-19,970.983333,973.8,7,25.25,37.0,5,101.791667,114.0,16,3.583333,5.7,0,187.291667,356.0,23,0.049941,0.06,9,1.004167,1.2,12,0.2,0.2,0,4.408333,11.0,7,100,Moderate
Arizona,Maricopa,2024-07-20,970.1375,972.3,7,26.583333,42.0,5,102.166667,114.0,16,3.645833,8.8,22,215.333333,309.0,3,0.052941,0.059,9,1.0375,1.1,6,0.2,0.2,0,4.695833,13.5,6,77,Moderate
Arizona,Maricopa,2024-07-21,970.783333,972.4,7,36.5,51.0,19,95.25,111.0,14,3.7125,13.6,17,143.083333,336.0,17,0.048706,0.063,9,0.954167,1.1,14,0.2,0.2,0,3.670833,8.6,19,77,Moderate
Arizona,Maricopa,2024-07-22,969.0625,971.9,7,32.666667,55.0,5,97.416667,110.0,15,1.658333,3.4,22,167.75,355.0,0,0.068353,0.086,12,1.0375,1.2,18,0.2,0.2,0,5.320833,12.5,20,151,Unhealthy
Arizona,Maricopa,2024-07-23,970.154167,972.3,8,24.666667,35.0,5,102.291667,112.0,14,2.995833,5.8,21,135.791667,344.0,0,0.064706,0.081,11,1.02381,1.3,12,0.2,0.2,0,4.833333,12.3,20,136,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-07-24,973.3,975.5,22,30.041667,53.0,22,100.916667,114.0,16,2.454167,4.2,15,179.5,348.0,8,0.050412,0.062,10,0.983333,1.1,9,0.2,0.2,0,4.961111,10.1,7,100,Moderate
Arizona,Maricopa,2024-07-25,973.429167,975.9,22,37.666667,62.0,23,97.625,111.0,14,3.154167,9.1,22,166.916667,344.0,3,0.057235,0.069,10,0.979167,1.4,11,0.23125,0.3,7,9.566667,36.5,7,100,Moderate
Arizona,Maricopa,2024-07-26,969.916667,974.7,0,38.416667,65.0,0,96.208333,112.0,15,2.091667,4.2,15,176.958333,284.0,4,0.059,0.076,10,1.016667,1.3,21,0.216667,0.3,10,8.333333,18.8,6,129,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-07-27,967.379167,970.1,8,30.083333,51.0,6,99.666667,110.0,13,3.65,6.7,18,174.25,246.0,16,0.048353,0.06,10,1.041667,1.2,17,0.2,0.2,0,5.15,9.6,23,74,Moderate
Arizona,Maricopa,2024-07-28,969.095833,970.8,8,30.458333,50.0,5,98.083333,110.0,15,3.125,5.7,19,147.375,251.0,14,0.046471,0.056,10,1.054167,1.2,12,0.179167,0.2,0,4.345833,7.8,7,61,Moderate
Arizona,Maricopa,2024-07-29,970.629167,972.9,7,29.166667,51.0,5,97.75,108.0,15,3.4125,4.8,19,175.666667,273.0,10,0.043235,0.055,10,1.029167,1.3,21,0.2,0.2,0,6.26875,11.3,21,67,Moderate
Arizona,Maricopa,2024-07-30,970.1125,972.4,7,33.666667,48.0,5,96.666667,109.0,14,3.391667,8.9,18,200.0,292.0,10,0.045,0.062,9,1.041667,1.3,13,0.2,0.2,0,4.879167,9.3,6,74,Moderate
Arizona,Maricopa,2024-07-31,970.5875,972.9,23,36.041667,54.0,5,95.708333,111.0,14,2.4875,6.5,17,177.25,332.0,3,0.052824,0.065,10,1.095833,1.4,11,0.2375,0.3,6,7.429167,15.9,6,84,Moderate
Arizona,Maricopa,2024-08-01,974.033333,975.8,7,33.416667,49.0,6,95.75,106.0,15,2.516667,4.8,0,195.666667,337.0,3,0.051235,0.062,10,0.979167,1.1,11,0.2,0.2,0,5.320833,12.4,7,84,Moderate
Arizona,Maricopa,2024-08-02,973.970833,976.5,9,29.75,47.0,4,99.958333,112.0,15,1.804167,3.8,23,202.166667,334.0,1,0.062235,0.079,11,1.016667,1.2,21,0.225,0.3,7,7.433333,23.5,6,129,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-08-03,970.620833,973.2,0,24.875,38.0,6,102.416667,115.0,14,2.35,5.8,21,158.583333,285.0,16,0.057,0.073,10,1.029167,1.3,22,0.2,0.2,0,4.416667,7.9,3,108,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-08-04,969.179167,972.6,22,26.875,45.0,21,102.0,116.0,14,2.6125,6.7,20,151.708333,357.0,6,0.055882,0.068,9,1.075,1.2,3,0.2,0.2,0,4.4125,8.3,3,93,Moderate
Arizona,Maricopa,2024-08-05,969.978261,973.1,9,31.458333,48.0,7,99.416667,111.0,15,2.495833,4.3,18,198.0,355.0,6,0.051941,0.07,11,1.080952,1.3,23,0.247059,0.4,13,9.080952,24.9,6,129,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-08-06,971.595833,974.8,22,34.208333,74.0,21,99.083333,110.0,15,3.816667,8.3,19,235.833333,263.0,0,0.049471,0.059,10,1.016667,1.1,0,0.2,0.2,0,5.3875,10.0,0,77,Moderate
Arizona,Maricopa,2024-08-07,973.695833,977.2,7,43.041667,66.0,4,92.416667,104.0,15,3.4375,7.7,2,170.291667,239.0,14,0.055824,0.065,10,0.945833,1.1,19,0.191667,0.2,0,6.7,12.5,7,101,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-08-08,970.154167,972.2,9,38.625,54.0,5,94.875,108.0,16,2.620833,7.1,18,177.666667,350.0,0,0.051706,0.058,11,1.029167,1.1,2,0.179167,0.2,0,7.394737,16.1,4,74,Moderate
Arizona,Maricopa,2024-08-09,969.7875,971.8,7,35.833333,53.0,1,96.041667,109.0,15,2.129167,4.6,0,154.583333,341.0,8,0.060882,0.079,10,1.054167,1.2,14,0.183333,0.2,4,7.116667,13.8,22,129,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-08-10,970.679167,972.6,22,31.666667,43.0,23,98.541667,113.0,15,3.629167,9.4,18,145.375,260.0,20,0.047176,0.061,10,1.05,1.2,11,0.191667,0.2,0,4.704167,6.8,22,71,Moderate
Arizona,Maricopa,2024-08-11,973.154167,976.4,8,38.541667,52.0,3,94.25,105.0,15,2.883333,6.4,20,192.375,323.0,12,0.046294,0.058,11,1.004167,1.1,14,0.2,0.2,0,4.870833,10.5,2,61,Moderate
Arizona,Maricopa,2024-08-12,971.066667,974.0,7,32.791667,53.0,5,95.791667,107.0,15,2.245833,4.4,23,232.75,312.0,3,0.037941,0.055,8,1.0875,1.3,6,0.2,0.3,8,6.955,29.3,6,77,Moderate
Arizona,Maricopa,2024-08-13,970.270833,972.9,10,32.541667,53.0,11,96.083333,107.0,15,2.525,4.4,16,203.083333,345.0,12,0.034412,0.047,11,1.136842,1.3,0,0.2,0.2,0,7.583333,14.7,21,48,Good
Arizona,Maricopa,2024-08-14,971.275,974.0,9,29.041667,42.0,5,97.583333,109.0,15,2.104167,4.8,1,209.291667,334.0,4,0.030059,0.049,10,1.15,1.4,23,0.225,0.3,9,9.491667,30.6,23,45,Good
Arizona,Maricopa,2024-08-15,969.945833,972.6,8,26.625,44.0,6,97.791667,111.0,14,1.941667,3.6,17,249.041667,342.0,5,0.032529,0.049,10,1.25,1.9,0,0.254167,0.3,0,10.3625,21.1,5,49,Good
Arizona,Maricopa,2024-08-16,970.004167,973.2,8,24.166667,33.0,5,99.083333,111.0,15,2.620833,5.0,6,255.291667,318.0,4,0.038765,0.05,11,1.15,1.4,1,0.208333,0.3,0,8.404167,24.1,0,47,Good
Arizona,Maricopa,2024-08-17,969.704167,972.5,8,26.416667,36.0,6,101.375,112.0,16,2.929167,6.5,21,158.583333,249.0,18,0.045765,0.063,9,1.108333,1.3,0,0.2,0.2,0,3.966667,7.4,0,77,Moderate
Arizona,Maricopa,2024-08-18,972.75,975.3,3,54.708333,88.0,5,88.708333,99.0,16,2.658333,5.8,6,230.083333,342.0,4,0.033647,0.054,11,1.016667,1.2,0,0.204167,0.3,23,8.779167,29.9,23,50,Good
Arizona,Maricopa,2024-08-19,971.429167,974.0,9,35.5,61.0,6,97.083333,111.0,15,1.8,3.4,16,174.208333,329.0,5,0.040471,0.07,10,1.209091,1.7,5,0.327778,0.5,6,17.990476,32.1,4,100,Moderate
Arizona,Maricopa,2024-08-20,971.158333,974.0,9,32.666667,53.0,5,98.833333,111.0,16,3.145833,7.1,22,185.916667,284.0,2,0.041412,0.047,11,1.1625,1.4,6,0.25,0.4,3,11.641667,28.4,0,61,Moderate
Arizona,Maricopa,2024-08-21,973.266667,975.6,10,35.25,46.0,6,94.291667,104.0,11,3.225,6.9,13,144.625,313.0,4,0.039176,0.049,8,1.075,1.3,17,0.170833,0.2,7,7.1375,13.4,18,50,Good
Arizona,Maricopa,2024-08-22,970.808333,972.7,7,40.041667,57.0,18,93.375,107.0,13,3.066667,7.5,18,108.0,266.0,16,0.038647,0.051,10,1.075,1.2,9,0.195833,0.2,0,7.541667,17.4,21,47,Good
Arizona,Maricopa,2024-08-23,970.629167,972.6,8,36.333333,56.0,5,94.916667,109.0,15,3.6875,7.1,18,125.333333,226.0,17,0.033706,0.038,9,1.091667,1.2,8,0.166667,0.2,0,5.620833,12.9,7,40,Good
Arizona,Maricopa,2024-08-24,972.733333,975.8,8,32.083333,51.0,2,94.208333,106.0,14,3.316667,5.5,23,148.75,234.0,17,0.040353,0.052,10,1.0625,1.2,9,0.166667,0.2,0,4.5375,7.0,6,48,Good
Arizona,Maricopa,2024-08-25,972.9875,975.4,9,19.041667,33.0,6,94.791667,107.0,15,1.983333,3.7,0,192.5,340.0,1,0.032235,0.048,10,1.108333,1.3,1,0.175,0.3,23,6.466667,16.5,21,44,Good
Arizona,Maricopa,2024-08-26,973.429167,976.0,8,21.083333,36.0,6,93.083333,108.0,15,1.820833,3.6,9,175.708333,328.0,23,0.034471,0.065,11,1.266667,2.0,21,0.304167,0.4,8,14.565,35.6,21,84,Moderate
Arizona,Maricopa,2024-08-27,971.7375,974.3,9,25.791667,45.0,5,92.833333,108.0,16,1.8,4.1,11,134.416667,355.0,3,0.037588,0.055,10,1.25,1.4,0,0.3875,0.6,2,15.9125,30.5,0,51,Moderate
Arizona,Maricopa,2024-08-28,971.7875,974.0,9,27.958333,37.0,5,94.625,103.0,14,4.483333,7.9,1,100.333333,183.0,1,0.044,0.053,11,1.104167,1.2,0,0.220833,0.3,0,5.220833,10.1,0,49,Good
Arizona,Maricopa,2024-08-29,972.033333,974.3,8,27.333333,51.0,6,94.5,108.0,13,1.991667,4.3,19,134.125,280.0,5,0.041706,0.058,10,1.116667,1.3,11,0.225,0.3,8,7.4375,18.9,7,61,Moderate
Arizona,Maricopa,2024-08-30,972.616667,975.1,9,25.166667,42.0,5,94.5,110.0,15,1.933333,5.5,18,168.041667,357.0,7,0.045941,0.066,10,1.129167,1.3,12,0.245833,0.3,4,9.420833,22.1,6,87,Moderate
Arizona,Maricopa,2024-08-31,971.920833,974.6,9,23.541667,40.0,6,95.666667,107.0,13,2.0875,5.6,18,101.625,349.0,0,0.048059,0.06,10,1.075,1.2,7,0.25,0.3,1,5.954167,17.3,6,67,Moderate
Arizona,Maricopa,2024-09-01,971.058333,973.2,8,25.5,43.0,6,93.875,109.0,15,2.616667,10.9,16,100.625,354.0,2,0.052118,0.063,10,1.0875,1.2,12,0.2,0.2,0,5.208333,10.2,6,77,Moderate
Arizona,Maricopa,2024-09-02,971.520833,974.4,8,26.041667,41.0,6,94.5,107.0,15,3.095833,6.6,9,86.958333,170.0,20,0.052647,0.068,10,1.195833,1.3,7,0.2125,0.3,21,5.904167,23.6,21,93,Moderate
Arizona,Maricopa,2024-09-03,971.4375,974.4,8,27.125,42.0,6,95.625,108.0,16,2.379167,4.5,8,119.625,341.0,15,0.048294,0.072,9,1.168421,1.4,8,0.233333,0.3,0,11.326667,30.6,22,105,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-09-04,971.441667,974.1,9,24.041667,35.0,0,96.541667,111.0,16,2.25,4.7,9,131.791667,351.0,23,0.045588,0.075,11,1.195833,1.5,21,0.3125,0.5,23,12.529167,41.9,21,115,Unhealthy for Sensitive Groups
Arizona,Maricopa,2024-09-05,970.804167,973.4,8,20.833333,38.0,1,98.75,116.0,16,2.108333,4.3,10,106.083333,256.0,20,0.042941,0.065,10,1.191667,1.5,21,0.446667,0.6,1,13.466667,43.4,21,84,Moderate
Arizona,Maricopa,2024-09-06,971.895833,974.8,8,21.708333,29.0,21,99.833333,110.0,13,3.45,7.6,9,83.416667,225.0,17,0.048235,0.063,10,1.15,1.5,6,0.3125,0.6,0,8.145833,30.7,21,77,Moderate
Arizona,Maricopa,2024-09-07,971.1875,974.1,7,23.125,35.0,6,97.708333,109.0,15,4.1375,8.5,18,163.708333,354.0,21,0.045529,0.06,10,1.0875,1.2,7,0.241667,0.4,0,4.304167,10.0,23,67,Moderate
Arizona,Maricopa,2024-09-08,969.695833,972.1,8,20.458333,35.0,2,95.75,108.0,13,3.145833,6.8,9,83.083333,332.0,2,0.042824,0.059,10,1.154167,1.3,4,0.245833,0.3,2,7.675,27.5,20,64,Moderate
Arizona,Maricopa,2024-09-09,970.395833,972.9,8,18.666667,30.0,6,94.083333,108.0,16,2.05,5.8,9,132.208333,356.0,7,0.034176,0.058,10,1.214286,1.5,20,0.291667,0.5,22,14.005,41.1,20,61,Moderate
Arizona,Maricopa,2024-09-10,967.65,970.9,8,18.291667,33.0,3,92.916667,109.0,13,1.670833,3.2,11,133.208333,322.0,2,0.034059,0.061,11,1.229167,1.5,11,0.4,0.6,0,14.433333,35.0,22,71,Moderate
Arizona,Maricopa,2024-09-11,964.125,967.0,9,19.5,33.0,3,91.833333,107.0,14,2.441667,6.4,17,167.5,348.0,0,0.039588,0.069,11,1.295833,1.5,11,0.408333,0.6,2,14.541667,32.8,23,97,Moderate
Arizona,Maricopa,2024-09-12,962.6875,964.4,23,17.791667,37.0,1,92.416667,108.0,15,3.7125,6.4,15,156.541667,263.0,23,0.035353,0.048,10,1.320833,1.7,23,0.308333,0.5,1,11.133333,31.6,0,44,Good
Arizona,Maricopa,2024-09-13,966.808333,968.7,9,20.416667,32.0,5,90.25,105.0,15,2.4375,4.0,21,156.125,303.0,19,0.034824,0.046,10,1.183333,1.6,9,0.2375,0.3,7,9.858333,22.5,20,43,Good
Arizona,Maricopa,2024-09-14,969.066667,972.1,8,30.5,44.0,6,91.125,103.0,15,1.508333,3.3,18,238.833333,359.0,5,0.038353,0.056,10,1.154167,1.4,23,0.233333,0.3,0,7.116667,20.3,22,54,Moderate
Arizona,Maricopa,2024-09-15,967.229167,970.2,8,31.875,52.0,5,91.875,104.0,14,2.666667,7.7,19,203.875,342.0,2,0.031,0.039,9,1.208333,1.5,9,0.2375,0.3,0,6.291667,11.4,6,36,Good
